name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_incubation_period,characteristics_age_of_fledgling,characteristics_average_clutch_size,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_age_of_molting,characteristics_favorite_food,characteristics_origin,characteristics_migratory,domesticos,protegidos,exoticos
Common Loon,"['Europe', 'North-America']",Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia Immer,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Freshwater lakes in cooler climates,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,Also known as the Great Northern Diver,Unknown,BrownGreyBlackWhite,Feathers,Unknown,15 - 25 years,3kg - 5kg (6.6lbs - 11lbs),63cm - 81cm (24.8in - 31.8in),Unknown,Unknown,Unknown,"Human, Eagles, Osprey",Bird,Unknown,"Large body size and eerie, yodel-like call",Unknown,Unknown,100cm - 136cm (39in - 53.5in),Unknown,Unknown,2.0,"Fish, Frogs, Insects",Unknown,Unknown,Unknown,Unknown,Fish,Unknown,Unknown,1,0,0
Crested Penguin,"['Ocean', 'Oceania']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes robustus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Antarctic Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,Has long yellow eyebrows!,Unknown,GreyYellowBlackWhite,Feathers,Unknown,15 - 20 years,3kg - 6kg (6.6lbs - 13lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,60cm - 68cm (24in - 27in),Red beak and bright yellow eyebrows,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Harris Hawk,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,Parabuteo unicinctus,"Other birds, lizards, small mammals, large insects",Unknown,Unknown,"390,000",Electrical wires, White bands around the tail,"Harris’s hawk, bay-winged hawk, dusky hawk, peuco",Unknown,Semi-arid areas such as scrubland and chaparral,Carnivore,Unknown,Unknown,harris hawk,1.0,"Southwestern United States, Mexico, Central and South America",Unknown,Unknown,BrownRedWhite,Feathers,28 mph,"10 to 12 years in the wild, as much as 25 years in captivity",1.62 to 2.31 pounds,"18.11 to 29.92 inches, females larger in size than males",Unknown,Unknown,Three to 15,"Coyotes, large owls, bobcats and ravens",bird,Unknown,Unknown,Unknown,Unknown,39.37 to 47.24 inches,32 to 36 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Cacti, bushes, trees or artificial structures",35 to 45 days,Unknown,Unknown,Unknown,1,0,0
Royal Penguin,"['Antarctica', 'Ocean']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes schlegeli,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Antarctic Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,Can reach speeds of 20mph!,Unknown,GreyYellowBlackWhite,Feathers,Unknown,15 - 20 years,3kg - 6kg (6.6lbs - 13lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,60cm - 68cm (24in - 27in),Orange beak with yellow feathers on head,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Ferruginous Hawk,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo regalis,"Rodents, rabbits, hares, gophers, reptiles, amphibians, small birds, and insects",Unknown,Unknown,Tens of thousands,Loss of nesting sites,Rust-colored plumage,Ferruginous rough-leg hawk,Unknown,Open dry plains,Carnivore,Unknown,Unknown,Ferruginous hawk,1.0,North America,Unknown,Unknown,BrownRedBlackWhite,Feathers,150 mph,Unknown,2–4.5lbs,22-27 inches,Unknown,Unknown,Unknown,"Golden eagles, bobcats, and coyotes",Bird,Unknown,Unknown,Unknown,Unknown,4-5ft,A month,Unknown,Unknown,Unknown,Unknown,Unknown,"Cliffs, trees, and other high structures",5-6 weeks,Unknown,Unknown,1.0,1,0,0
Cockatoo,"['Asia', 'Oceania']",Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Unknown,Unknown,Unknown,Chicks or hatchlings,Flock,Unknown,Unknown,Crest of feathers on the head,Unknown,Unknown,"Forests, groves, and plains",Omnivore,Unknown,Unknown,Cockatoo,Unkown,"Australia, New Guinea, Philippines, Indonesia, and Pacific islands","Highly social, smart, and chatty bird.",Birds,Unknown,Feathers,Unknown,20 to 70 years in the wild,"300g – 1,200g (0.66lbs – 2.65lbs)",30cm - 76cm (12in - 30in),3 to 7 years,Unknown,Unknown,"Falcons, eagles, owls, snakes, and cats",Unknown,Unknown,Unknown,Unknown,Unknown,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Fruits, seeds, and tubers",Unknown,Unknown,1,0,0
Barn Swallow,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,Unknown,Unknown,Unknown,290-487 million,humans,forked tail,swallow,Unknown,"grassland, shrubland, wetland, savanna, urban",Carnivore,Unknown,Unknown,barn swallow,1.0,"North America, South America, Central America",Unknown,Unknown,BlueBlackWhiteOrangeBeige,Feathers,45 mph,Unknown,17g-20g (0.037lb-0.044lb),15cm-19cm (5.9in-7.5in),Unknown,Unknown,4-5,"falcons, hawks, owls",bird,Unknown,Unknown,Unknown,Unknown,29cm-34cm (11.4in-13.3in),12-17 days,Unknown,Unknown,insects,Unknown,Unknown,in or around structures,Unknown,Unknown,Unknown,1.0,0,1,0
Ivory-billed woodpecker,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,Campephilus principalis,"Berries, nuts, seeds, and insects",Unknown,Unknown,Unknown,Deforestation,The ivory-colored bill,Unknown,Unknown,Forests and swamps,Omnivore,Unknown,Unknown,Ivory-Billed Woodpecker,1.0,United States and Cuba,Unknown,Unknown,RedBlackWhite,Feathers,Unknown,Around 20 years,450-570g,19-21 inches,Unknown,Unknown,Unknown,"Raccoons, snakes, owls, crows, and hawks",Bird,Unknown,Unknown,Unknown,Unknown,31in,2 weeks,Unknown,Unknown,Unknown,Unknown,Unknown,Hollowed trees,5 weeks,Unknown,Unknown,Unknown,1,0,0
Long-Eared Owl,"['Asia', 'Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,Casuarius,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Coniferous forests,Carnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Ear tufts make it look bigger!,Unknown,BrownYellowBlackTan,Feathers,31 mph,40 - 60 years,100g - 300g (8.75oz - 10oz),Unknown,Unknown,Unknown,Unknown,"Eagles, Harks, Foxes",Bird,31cm - 37cm (12in - 14.5in),Long ear-tufts and tan-coloured eye disks,Unknown,Unknown,86cm - 98cm (34in - 38.5in),Unknown,Unknown,5.0,"Rodents, Small birds and reptiles",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Whinchat,"['Africa', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola rebetra,"Insects, spiders, snails, worms",Unknown,SolitaryFlocks,"47,000 pairs in the United Kingdom","Habitat distruction caused by mowing, since they nest on the ground",The male's orange-buff breast during the breeding season,Unknown,Unknown,Lightly cultivated grassland and pastures,Omnivore,Unknown,Unknown,Whinchat,1.0,"Europe, western Asia",Unknown,Unknown,BrownWhiteOrange,Unknown,Unknown,2 - 7 years,0.46 to 0.92 ounces,4.7 - 5.5 inches,Unknown,Unknown,Unknown,"Stoats, weasels, smaller birds of prey, magpies, crows",Unknown,Unknown,Unknown,Unknown,Unknown,8.27 - 9.45 inches,11 - 14 days,Just over two weeks,Unknown,Unknown,Unknown,Four weeks,The ground,17 - 19 days,Unknown,Unknown,1.0,1,0,0
Parrot,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforests and tropical jungle,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Can live for up to 100 years!,Unknown,YellowRedBlueWhiteGreen,Feathers,15 mph,40 - 80 years,"10g - 4,000g (0.02lbs - 5.9lbs)",Unknown,Unknown,Unknown,Unknown,"Human, Monkeys, Large Birds",Bird,8cm - 100cm (3.5in - 39in),Large colourful body and curved beak,Unknown,Unknown,15cm - 140cm (5.9in - 56in),Unknown,Unknown,2.0,"Fruit, Nuts, Seeds, Insects",Unknown,Unknown,Unknown,Unknown,Fruit,Unknown,Unknown,1,0,0
Cinereous Vulture,"['Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,Aegypius monachus,"Calves, kids, lambs, piglets, young birds, rodents, reptiles and amphibians",Unknown,Unknown,Unknown,"Poisoning, poaching",Their great size,"Eurasian black vulture, monk vulture, black vulture",Unknown,"Forests, mountains, semi-deserts, often at heights between 330 and 6562 feet.",Carnivore,Unknown,Unknown,Cinereous vulture,1.0,"Eurasia, Asia, Middle East, Africa",Unknown,Unknown,BrownBlack,Feathers,Unknown,20 to 40 years,18 to 31 pounds,43 to 47.24 inches,Unknown,Unknown,1,Humans,Bird,Unknown,Unknown,Unknown,Unknown,8 to 9.5 feet,53 days,Unknown,2.0,Unknown,Unknown,Unknown,Trees and ledges,95 to 120 days,Unknown,Unknown,Unknown,0,1,0
Nicobar pigeon,"['Asia', 'Oceania']",Animalia,Chordata,Aves,Columbiformes,Columbidae,Caloenas,Caloenas nicobarica,Invertebrates,Unknown,Unknown,"The population of is unknown, but it is decreasing and the bird’s conservation status is near threatened. There are about 1000 individuals on Palau as of 2021.","Habitat destruction, hunting, collection for the illegal pet trade","The colors of its long, iridescent feathers","Hackled pigeon, vulturine pigeon or white-tailed pigeon",Unknown,Lowland forests and mangrove forests,Omnivore,Unknown,Unknown,Nicobar Pigeon,1.0,"Andaman and Nicobar Islands, Solomon Islands, Palau, islands in the Malay Archipelago",Unknown,Unknown,GreyBlueWhiteGreenGolden,Feathers,93 mph,"8 to 12 years in the wild, and 10 to 15 years in captivity",16.22 to 21.16 ounces,"15.7 inches, males larger than females",Unknown,Unknown,1,"Humans, cats, rats",Bird,Unknown,Unknown,Unknown,Unknown,21 to 23 inches,2.5 weeks,Unknown,1.0,Unknown,Unknown,Unknown,A tree,10 days,Unknown,Unknown,Unknown,1,0,0
Senegal Parrot,['Africa'],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,Poicephalus senegalus,Unknown,Unknown,Unknown,Unknown,Habitat loss,The bright colors and V-shaped chest markings,Unknown,Unknown,Savannas and woodlands,Herbivore,Unknown,Unknown,Senegal Parrot,1.0,Western Africa,Unknown,Unknown,GreyYellowGreenOrange,Feathers,Unknown,Unknown,115-125g,9-10 inches,Unknown,Unknown,Unknown,"Raptors, snakes, monkeys, and big cats",Bird,Unknown,Unknown,Unknown,Unknown,6 inches,25-28 days,Unknown,1.0,Unknown,Unknown,Unknown,Holes of tall trees,9-12 weeks,"Fruits, seeds, and grains",Unknown,Unknown,1,0,0
Adelie Penguin,"['Antarctica', 'Asia', 'Eurasia', 'Ocean']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis adeliae,"Krill, Fish, Squid",Chicks,Colony,5 million,Rapid ice melt,Small white circle around each eye,Unknown,Unknown,Antarctic land and ocean,Carnivore,Unknown,Diurnal,Adelie Penguin,1.0,Coastal Antarctica,Eats up to 2kg of food per day!,Bird,Unknown,Feathers,45 mph,10 - 20 years,3kg - 6kg (7lbs - 13lbs),Unknown,2 - 3 years,Unknown,Unknown,"Leopard Seal, Skua Gull, Killer Whale",Unknown,40cm - 75cm (16in - 30in),Unknown,Unknown,Unknown,35cm - 70cm (14in - 27.5in),2 months,90 days,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Frigatebird,['Ocean'],Animalia,Chordata,Aves,Pelecaniformes,Fregatidae,Fregata,Fregata,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tropical coasts and islands,Carnivore,Unknown,Colony,Unknown,Unkown,Unknown,Found inhabiting tropical islands and coasts!,Unknown,BrownRedBlackWhite,Feathers,9 mph,15 - 25 years,0.9kg - 1.9kg (1.9lbs - 4.2lbs),Unknown,Unknown,Unknown,Unknown,"Humans, Rats, Cats",Bird,65cm - 100cm (25in - 39in),Large wingspan and enlarged red throat of the male,Unknown,Unknown,150cm - 250cm (59in - 98in),Unknown,Unknown,1.0,"Fish, Crab, Squid",Unknown,Unknown,Unknown,Unknown,Fish,Unknown,Unknown,1,0,0
Pigeon,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Columbiformes,Columbidae,Unknown,Unknown,"Grain, seeds, berries, fruits, and occasionally insects, snails, earthworms.",Unknown,Unknown,400 million worldwide,Inference from humans either in the form of pest control or urbanization,White rump and metallic purple/ green iridescence on males,"common pigeon, rock dove",Unknown,"Often found in towns and cities, as well as farmlands, fields, and rocky cliffs",Omnivore,Unknown,Unknown,"Pigeon, dove",250.0,All continents except Antarctica,Unknown,Unknown,BrownGreyWhite,Feathers,95 mph,6 years,9.3-13.4 oz,11.8-14.2 inches,Unknown,Unknown,Unknown,Unknown,Bird,25-35 centimeters,Unknown,Unknown,Unknown,19.7-26.4 inches,14-19 days,Unknown,Unknown,Unknown,Unknown,Unknown,Buildings or rocky cliffs,12-19 days,Unknown,Unknown,Unknown,1,0,0
Rooster,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Galliformes,Phaisianidae,Gallus,Gallus domesticus,Insects,Chick,Sociable,23 billion,"Humans, predators",Bushy tailfeathers,"Cock, cockerel, capon",21 days,Farms,Omnivore,Unknown,Unknown,Rooster,1.0,Worldwide,Unknown,Flock,BrownRedBlueBlackWhiteGreen,Feathers,9 mph,8 to 15 years,Unknown,10 to 16 inches,16 to 26 weeks,2 months,2 to 4,"Foxes, coyotes, raccoons",Bird,2 to 3 feet tall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Lorikeet,"['Asia', 'Oceania']",Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Unknown,Unknown,"Flowers, fruit, nectar, pollen, and insects",Unknown,Unknown,Unknown,"Deforestation, hunting, and poaching",The brightly-colored rainbow-like plumage,Unknown,Unknown,Forests and groves,Omnivore,Unknown,Unknown,Lorikeet,Unkown,Australia and Southeast Asia,Unknown,Unknown,RedBlueBlackGreenPurple,Feathers,Unknown,Unknown,20-280g,5-13 inches,Unknown,Unknown,Unknown,Snakes and birds of prey,Bird,Unknown,Unknown,Unknown,Unknown,About 15-24in,25 days,Unknown,2.0,Unknown,Unknown,Unknown,Hollowed trees,7-8 weeks,Unknown,Unknown,Unknown,1,0,0
Great Egret,"['Africa', 'Asia', 'Europe', 'Oceania']",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Fish, mice, frogs, snakes, crayfish, and insects",Unknown,Unknown,"590,000-2.2 million mature individuals",Habitat loss,"The long, slender legs","Great white egret, common egret, and great white heron",Unknown,"Lakes, swamps, and wooded wetlands",Carnivore,Unknown,Unknown,Great Egret,1.0,"Europe, Asia, Africa, and the Americas",Unknown,Unknown,White,Unknown,Unknown,15-23 years old,1kg (2.5lbs),Unknown,Unknown,Unknown,Unknown,"Crows, jays, vultures, and raccoons",Bird,1m (3.3ft),Unknown,Unknown,Unknown,1.5m (5ft),23-24 days,Unknown,Unknown,Unknown,Unknown,Unknown,Next to the shore,6-7 weeks,Unknown,Unknown,1.0,1,0,0
Nightingale,"['Africa', 'Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Open forests and thickets,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,"Named more than 1,000 years ago!",Unknown,BrownTan,Feathers,18 mph,1 - 3 years,15g - 22g (0.5oz - 0.7oz),14cm - 16.5cm (5.5in - 6.5in),Unknown,Unknown,Unknown,"Rats, Cats, Lizards",Bird,Unknown,Small body size with no markings and thin beak,Unknown,Unknown,8 to 10 inches,13 or 14 days,Unknown,3.0,"Fruit, Nuts, Seeds, Insects",Unknown,Unknown,Trees,11 to 13 days,Fruit,Unknown,1.0,1,0,0
House wren,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,Insects,Unknown,Unknown,160 million,climate change,Its song,"O-du-na-mis-sug-ud-da-we-shi, which is Chippewa for “Big noise for its size.”",Unknown,"Woods, backyards, savannas, farms",Carnivore,Unknown,Unknown,House wren,33.0,Much of the Western Hemisphere,Unknown,Unknown,Brown,Feathers,21 mph,Seven years,0.35 and 0.42 ounce,4.3 to 5.1 inches,Unknown,Unknown,Four to eight babies,"Cats, rats, opossums, birds of prey, raccoons, squirrels, snakes, woodpeckers",Bird,Unknown,Unknown,Unknown,Unknown,5.9 inches,12 to 14 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Tree cavities, nest boxes, shoes, hats, cans, gourds, holes in walls, scarecrows",15 to 17 days,Unknown,Unknown,1.0,1,0,0
African Grey Parrot,['Africa'],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,Psittacus erithacus,Unknown,Unknown,Unknown,"630,00 to 13 million","Habitat destruction, pet trade, pesticides, hunting",Unknown,"Congo grey parrot, grey parrot, Congo African grey parrot",Unknown,"Lowland forests, mangroves, savannas, gardens",Herbivore,Unknown,Unknown,African grey parrot,1.0,Central and West Africa,Unknown,Unknown,GreyRed,Unknown,42 mph,"23 years in the wild, up to 60 years in captivity",14.75 to 18.5 ounces,13 inches,Unknown,Unknown,three to five,"Birds of prey, monkeys, terrestrial predators",bird,Unknown,Unknown,Unknown,Unknown,18 to 20.5 inches,30 days,Unknown,4.0,Unknown,Unknown,Unknown,Tree cavity,12 weeks,Unknown,Unknown,Unknown,1,0,0
Macaroni Penguin,"['Antarctica', 'Ocean']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes Chrysolophus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sea and ice-islands in Sub-Antarctica,Carnivore,Unknown,Colony,Unknown,Unkown,Unknown,"Gather in colonies of up to 100,000 members!",Unknown,BrownYellowBlackWhite,Feathers,22 mph,15-20 years,3.2-6.4kg (7-14lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale",Bird,Unknown,Unknown,Unknown,Unknown,80-100cm (31-39in),Unknown,Unknown,2.0,"Fish, Squid, Crustaceans",Unknown,Unknown,Unknown,Unknown,Fish,Unknown,Unknown,1,0,0
Bald Eagle,['North-America'],Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,haliaeetus leucocephalus,"Fish, birds, and small mammals",Unknown,Unknown,Unknown,Pesticide use,The white plumage on the head,American eagle,Unknown,Near forests,Carnivore,Unknown,Unknown,bald eagle,1.0,North America,Unknown,Unknown,BrownYellowWhite,Unknown,100 mph,15-20 years in the wild,6.6-14lbs,Unknown,Unknown,Unknown,Unknown,"Wolverines, bobcats, foxes, bears, raccoons, and birds",bird,28-38 inches,Unknown,Unknown,Unknown,70-90 inches,35 days,Unknown,2.0,Unknown,Unknown,Unknown,"Cliffs, trees, buildings, and ground",8-14 weeks,Unknown,Unknown,Unknown,1,0,0
Long-Tailed Tit,"['Asia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos caudatus,Insects,Unknown,Unknown,Unknown,"Freezing weather, predators",Extremely long tail,"Alpine tit, European tit",Unknown,"Moorlands, farmlands, town and city gardens",Omnivore,Unknown,Unknown,Long-tailed tit,17.0,Asia and Europe,Unknown,Unknown,BlackWhitePink,Unknown,27 mph,2-3 years,9-10 grams,5-6 inches,Unknown,Unknown,6-15,"Falcons, jays, crows",bird,1-2 inches,Unknown,Unknown,Unknown,5.5 inches,13-17 days,Unknown,10.0,Unknown,Unknown,Unknown,Fork of a tree branch,14-18 days,Unknown,Unknown,Unknown,1,0,0
Roseate Spoonbill,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Ciconiiformes,Threskiornithidae,Ajaja,Ajaja ajaja,"Minnows, Shrimp, Insects",Chick,Flock,Sustainable,Water pollution,"A long, spatula-shaped bill",Unknown,Unknown,Shallow wetlands and mangrove swamps,Omnivore,Unknown,Diurnal,Roseate Spoonbill,1.0,"Gulf Coast, Central and South America",The only Spoonbill in the western hemisphere!,Bird,RedBlackWhitePink,Feathers,Unknown,10 - 15 years,1.2kg - 1.8kg (2.6lbs - 4lbs),Unknown,3 - 4 years,Unknown,Unknown,"Alligators, Coyotes, Humans",Unknown,60cm - 80cm (23.6in - 31.4in),Unknown,Unknown,Unknown,110cm - 130cm (43in - 51in),3 weeks,1 month,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Chipping Sparrow,['North-America'],Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella passerina,"Caterpillars, grasshoppers, other insects, some spiders",Unknown,Flock,200 million,Humans (exposure to pesticides and roaming cats),Conifer or deciduous trees,Hair bird,Unknown,Grassy woodlands,Omnivore,Unknown,Unknown,Chipping Sparrow,Unkown,Unknown,Unknown,Unknown,BrownGrey,Feathers,Unknown,Unknown,Unknown,5 inches,Unknown,Unknown,Unknown,"Domestic cats, snakes, hawks",Unknown,Unknown,14 - 16 days after hatching,Unknown,Unknown,8 to 9 inches,10 - 15 days,Unknown,Unknown,Unknown,Unknown,Unknown,Conifer or deciduous trees,14 - 16 days after hatching,Insects and seeds,Unknown,Unknown,1,0,0
